RGU Nodes,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100
4,0.8596103976430317,0.9499036769097514,0.3242697848933177,0.19941089376545162,0.03158942840193313,0.3947738030249266,0.9177870715620654,0.3264066259562747,0.448356607035846,0.8132722894415665,0.5066273690410058,0.681489425698126,0.8326026108119202,0.6438325283248387,0.6846161229233384,0.6960836517319479,0.24976412272830473,0.9331349474837974,0.038728417813747695,0.28828637967460446,0.2165680223632046,0.9616264985793784,0.15253909027711576,0.8220249845913568,0.37328067943506293,0.8411532964868282,0.3967179652316749,0.09178424774161287,0.7156276666906366,0.5107679733215629,0.20393264867692562,0.16452083859927025,0.2406196472015878,0.43995308122162924,0.8087467080502866,0.6510113193499216,0.2641170572775411,0.714056291183618,0.4442697551635282,0.957957213357752,0.8963390096207176,0.9136285777242812,0.46751618645798776,0.8824939881604029,0.05108779625629867,0.1287272599667597,0.33029295597101416,0.7963120670037772,0.4686708563850257,0.6648994961193276,0.03967666610222309,0.6692021591489536,0.46940186222045355,0.5039209449691796,0.405577590467569,0.7877241189956371,0.5429814450696182,0.18671609596487526,0.33726435402267696,0.0215519534151003,0.12781026505830473,0.593657329676578,0.7793426623708569,0.9305469075312299,0.8299116640803713,0.5735033349911544,0.9523108958700212,0.666592841013706,0.7738041994968291,0.06009926956219325,0.5248671203646974,0.8776130840200208,0.7661088634143554,0.45959400925974525,0.06770867545280401,0.3018856757983267,0.07834317052041517,0.4206138055712345,0.001339871065812348,0.532915086190177,0.11709061711853852,0.49189644814940925,0.615925288841214,0.1077460334175514,0.026001308781378407,0.17275844471012347,0.9546169233391729,0.7467741444229667,0.7796124234114749,0.8197784418815763,0.10954710654289546,0.7939739387642059,0.2785074958351865,0.5923018272098093,0.5612112402612539,0.683315913210838,0.19135436018815577,0.5852616744733258,0.8669876170171478,0.28192162002219034
5,0.5387042037622287,0.7767524507393174,0.8711818810098616,0.1531063488142541,0.9906564507188005,0.45868299378625477,0.3617566701766106,0.14162540195357598,0.9031943774303856,0.6833428602001472,0.8056505355217578,0.42049291994261595,0.7535086541414515,0.46992258504385065,0.40874876611309574,0.8769159685829899,0.8829366330982028,0.4578316885461856,0.27395827735679,0.32648391726834847,0.8629720886076522,0.2578270595581714,0.8527832335790639,0.35923471378035743,0.6683720758097687,0.037076290748700336,0.7817132780496961,0.4419502289675852,0.6593206765230197,0.525063477708319,0.8039226057696385,0.6978710370373478,0.6290387044436841,0.2741704843216882,0.3427458336210445,0.3449593971135848,0.2127991978739877,0.4773121383294009,0.030877370088075562,0.9776504667080784,0.6492875211170153,0.003225415547628341,0.7235788430321075,0.822451325635166,0.8203355204099295,0.5031780755292754,0.6433861544981395,0.9801703218631451,0.9836503043952473,0.8444762222185256,0.2608094348952842,0.010106233537709342,0.09774772181698943,0.8684655623529325,0.9257478317864313,0.519621467419592,0.6282411011397626,0.18780371162958232,0.17603818781100777,0.5745150731142082,0.715334930521973,0.8311531957368351,0.8411452155150337,0.9811097529731553,0.5972512631795324,0.9614049574884727,0.7133052562623016,0.17768983468156607,0.61691222476991,0.945673867496392,0.21059419630679088,0.9623963592421421,0.26967505870863884,0.7755185919250749,0.306664614566061,0.5045141086615904,0.45119769232541274,0.12213790411771486,0.1989152073874837,0.8353160242102717,0.9750920519733766,0.06514040565270951,0.2035230354400317,0.15014106518060555,0.46850976931158195,0.791443390213642,0.3731255530139609,0.3277087497444039,0.40898838519569747,0.8430099454020908,0.4935162736122666,0.7809619592437913,0.40685738044951414,0.11078539674481813,0.30276937195601183,0.5740086811387595,0.7965856586968724,0.7941857199228557,0.6003563955717625,0.9968778491089441
6,0.4392228742671078,0.8188004900218011,0.9331191322144535,0.8511119807110163,0.5450033818916802,0.4276331695790445,0.15769735876268698,0.825410457645234,0.29011028336096656,0.0324512426413327,0.904319042238487,0.5037832230430193,0.7918115150111315,0.009414103095066406,0.93975005184845,0.7311148389448731,0.6885025232699169,0.6940926051992685,0.1824875706540089,0.2544884157190228,0.8099131540938376,0.4661440697609147,0.32372134781201367,0.8077896194682597,0.5323001333415976,0.39665397457343643,0.40658670555288134,0.6356448198058429,0.2644023710984179,0.9929259542531683,0.4183376878588475,0.4042628135839026,0.16056252572098784,0.47102078416092297,0.19562445077591162,0.06716671659466567,0.035646969775283144,0.6488258469982168,0.12580638208007056,0.7375255796402461,0.6395249393519417,0.6264235144933256,0.3510574348640667,0.09092259389296464,0.7753914133497635,0.509793544651314,0.3435453723639129,0.42296727425972624,0.5813753695077183,0.027544269452883907,0.3731922625581512,0.12969681285369117,0.890845560931044,0.6379499465344572,0.717507658454447,0.24077898935156916,0.33683502127988263,0.5014974905642341,0.3782032288850742,0.9074693044662908,0.2758184346094864,0.1799223345702583,0.2583581923293262,0.829393691031,0.2447809841934303,0.6649713615542796,0.5454797260678611,0.8263501694976363,0.05962166824070858,0.419439509588599,0.8003962117272431,0.578513032168747,0.855323792620982,0.3575187659250151,0.3331473275266895,0.15690260176445658,0.8326748981168851,0.35181988047077306,0.9208564207195359,0.06425008701066581,0.9843903156142751,0.14086405765547172,0.9944703852986047,0.6931057152468781,0.9311364414400933,0.5239770882844149,0.7253073058467187,0.22101147934157284,0.06880082025639112,0.6519539803818022,0.7615935495965312,0.8538073124765581,0.14179568401758658,0.27887117840724485,0.5151721580180323,0.3771378729754433,0.3387716313685717,0.4850293519795801,0.7474212458051891,0.2891355177278001
7,0.32509705994315485,0.15366353486350104,0.3696436219881992,0.8429241730886418,0.40722967985687153,0.49778382794216025,0.4614713953853654,0.8678166554199527,0.3263740725075712,0.09662534155051405,0.12487110436719806,0.2563711665356754,0.8820752743172413,0.9874567760777181,0.8830657875163296,0.9042229997002983,0.9218879430854525,0.6104309861128908,0.48555025343310887,0.28918969588591026,0.44107329079833024,0.9902449970593624,0.5861401960118398,0.4721433098097544,0.9651444870638164,0.2286232631652516,0.3473846797283512,0.7335356272787695,0.025340047101747865,0.070049553641641,0.6556173398784358,0.8727998626585536,0.35651128904966045,0.8271515066071601,0.4277199478692145,0.14464395005383512,0.2421614582748577,0.08942112238636979,0.42010330991434996,0.4228604258742069,0.902251405448921,0.46996605616027476,0.3091748179096183,0.05587130164458154,0.9645174033402468,0.7314700174254217,0.0868606919078091,0.03692507704211956,0.38078705871147944,0.9522570104000964,0.9245167185777297,0.39120729311518176,0.24557296510175697,0.7957834833856618,0.16066770510446016,0.10506000127861825,0.011225759533889823,0.6107236119699652,0.15012114262171083,0.06814053488339111,0.6063670310134259,0.014160290242209772,0.5620073109461566,0.8210628539705523,0.5648015164579517,0.142951285374031,0.8311375678127982,0.05585591219769093,0.9303790756244483,0.004173250312996202,0.7753904468255607,0.3088563261030087,0.8671778646975994,0.19390597134796572,0.5588645189018268,0.8794714285767035,0.1064140212913316,0.9408362892733961,0.8193892383857309,0.0007727689498993051,0.3427941704045956,0.17981349838372673,0.3623574389345533,0.5827134731423406,0.5754819280448598,0.6030363776359848,0.4901140209613696,0.40237100833064987,0.8383325345793041,0.4716498442293552,0.454295653863941,0.14934400840216266,0.8736659266150267,0.8281783580678886,0.4007045959252571,0.5770954590281909,0.12062352217346095,0.6108484995893465,0.07993731544907168,0.055623163539839315
9,0.9434158603568547,0.8875681785185988,0.28289723418154733,0.42993313506385045,0.7309974499714639,0.22774399680495505,0.10908613311396309,0.30563010641015576,0.5929788109741521,0.2222560257445919,0.7752138230555642,0.8449873087371701,0.2876075608452685,0.7567483842766428,0.3408537827556788,0.3312769841391472,0.7560322960697469,0.3572849127692017,0.716855362113246,0.6821306603095594,0.20939446034294862,0.7238588392891011,0.7589623935774297,0.5547655387010428,0.0539121567276285,0.35261626021682113,0.21758394135485715,0.7348440541596752,0.7149598408781571,0.23650237149120257,0.7142608492641497,0.8855693655356464,0.7767195131597244,0.9569086107651312,0.1658991114386551,0.8532543218452439,0.750600854059066,0.1495824714530466,0.2541759364592071,0.7269189166077112,0.3761485840120653,0.34952901916895696,0.33764007159008014,0.06656914011774395,0.07849517431395636,0.22336807146116266,0.9969933542206968,0.39637823619754253,0.20577705679211156,0.6828505194623234,0.32428461012558274,0.5277792399122326,0.469012540021002,0.7957430588600418,0.9487202246077211,0.9282484019882439,0.17958864093472882,0.723947129919241,0.8703104672299382,0.48987237973461395,0.036312746571243504,0.7936287196347795,0.8475443581377311,0.854959618484263,0.8499773224235807,0.05636121571700625,0.8617770520474894,0.33229416674111545,0.9396684107928598,0.2971268286458818,0.5968110283423254,0.8422483073134714,0.2315502603913333,0.9621593903787579,0.704533376950407,0.6129791265707885,0.08587202591137466,0.8122727633208234,0.3326756345992492,0.6998405001893531,0.5752594529197753,0.05070780546889031,0.7222013182256778,0.767434534527483,0.5806781875258399,0.6374365379741194,0.04612880064165348,0.2656375654096451,0.702873015091839,0.5448313077706715,0.7783463734039789,0.6042502070464284,0.08891693064154882,0.5565740837830682,0.6193945002420457,0.1405824978249226,0.26129045793626904,0.4373956411926567,0.6774669468110573,0.1529789449809813
11,0.7519598772768145,0.8687153495614095,0.8041685517200798,0.0692873171885875,0.004980929774615728,0.7056498051910784,0.8912142035305097,0.23215582309045346,0.2028205596603484,0.19071988027493447,0.021717291664190452,0.27817048236927977,0.2268134640111651,0.35013682533223456,0.5903679448551574,0.014321921568084539,0.4999338253550668,0.055802340052103605,0.23221363653160987,0.1117528056651318,0.17762581249974485,0.03994086873366032,0.23463364106931928,0.4102318871075712,0.059945071064839484,0.9441534684155017,0.5259667909001374,0.19069878400949947,0.36692036890696356,0.11112819065545665,0.643473399121152,0.6304629186962494,0.7078067536510722,0.06408096800408436,0.41153619881169357,0.1816135202346687,0.14286921353793358,0.9106925268314761,0.5792050123465861,0.9410020076705354,0.2649203808732846,0.17319171531797584,0.07326547554360496,0.43711960387614623,0.38403727302909907,0.32029375172555696,0.02961422805259617,0.08441056558491333,0.15745970161321865,0.47238092614592475,0.11596638244374513,0.4465630530323058,0.546918576669657,0.7163980176011393,0.4873802937306356,0.6411580541414579,0.9369987569393925,0.8931396882568304,0.517689024435274,0.5463304830137802,0.28331085007937973,0.777838869607926,0.3412247503698841,0.24552668380885767,0.7362565305224789,0.09331264080950596,0.057149395945670256,0.7345565933491333,0.8642198686980961,0.3797239510689059,0.3944989482965935,0.8197367224283,0.20325912057038853,0.3137361333427334,0.06698116747921345,0.2522796428334544,0.32759055422106365,0.23385513290721516,0.33029792665333935,0.31038938500202573,0.8480725759339267,0.8513505309754881,0.6902426235159701,0.9974788198727613,0.5586727418350764,0.1835537180996133,0.6918829511002059,0.011364435864842037,0.049068694891264864,0.34370028523477525,0.017749979416078587,0.5896100348696579,0.21924504046766669,0.9321020143426045,0.48317435802867514,0.8118863925162743,0.24768898469924605,0.24277223318675856,0.5136193434240994,0.6870622504579019
14,0.4332047376557303,0.9122445720914039,0.25591335450960495,0.6706540996965809,0.30843164807213286,0.2763266096602284,0.8786728015934059,0.6910976548020715,0.5306039246305182,0.8352589359602728,0.30402063857836503,0.15070086696962726,0.014041455586699891,0.4963924725075526,0.004056767400089534,0.45599977065222197,0.7218417969944996,0.7266437822895567,0.9132196433868686,0.10288663354875494,0.06182545089759972,0.6816474469411996,0.6755328375999571,0.4425420017500178,0.5125828724373007,0.35258556919352335,0.8537829000055511,0.96294303931519,0.5461265434742588,0.22568305693235813,0.548368279586536,0.33463935699778213,0.20085477321958967,0.7118568612461418,0.8776164969216487,0.8478586894329422,0.016720294281425185,0.35678805395139945,0.19078429098544458,0.22359238557876338,0.9772608303576159,0.10875288951563133,0.34753594148688793,0.2716390336304739,0.5090372091011456,0.6252659935558039,0.2121157120752094,0.47183626916241095,0.029804213698279902,0.13986552953770237,0.13248822654380454,0.3155740169391221,0.25396511358442864,0.3197502757730699,0.6479448894833886,0.8407885697582776,0.563210986262872,0.5664403335720677,0.9868731835179771,0.2823414334155756,0.6938331723830341,0.31139601658450056,0.28249330149036345,0.08747828612447595,0.9797311093538212,0.46973710913778655,0.13993516932145078,0.995787903365926,0.0034536848690152055,0.19622007603016867,0.5115578164049345,0.5460272538835014,0.6040338863237766,0.7853914041023051,0.43655109146083093,0.868995175626016,0.5734623329784448,0.8245168075881081,0.6014488375591763,0.6676487140871764,0.6172404376702783,0.7225992023561845,0.9208786738155621,0.051768272635607904,0.22254206800251974,0.3267918059080175,0.7965665084881411,0.39317935294662665,0.22591024277140304,0.0990764846997636,0.2864941968870023,0.16697807116359797,0.1752440328442879,0.9592256798857839,0.6372266696846473,0.3350043324166806,0.2210675629358193,0.40275502189446777,0.7280170590096594,0.016686009200972185
17,0.9506012562660161,0.629815107628448,0.8575933177231879,0.5602603117818977,0.5566671279809834,0.5437631333101987,0.9371069192122181,0.38071035430528555,0.6174803642808709,0.668590781449427,0.5161488397856568,0.8856938056393948,0.7031719637748136,0.6524255359338812,0.6200954095838521,0.24120811538620757,0.35801550835209595,0.8938961581355,0.400375096073877,0.8667376896766972,0.5361209910229939,0.20157504248232871,0.16843807014669376,0.5987548437207334,0.455208311793165,0.058276348600954875,0.012861174810866127,0.7361201471539845,0.19270428389352245,0.20817287029737985,0.28795140250083384,0.8293612113860541,0.611550503921924,0.6657627965915157,0.7718519303781817,0.5677284582571565,0.10472099505773125,0.6012059788542051,0.03350782590983836,0.3902004022169445,0.22837234280125207,0.7286279823423034,0.49679605375203606,0.7394040465057288,0.900869153260128,0.8942972931094586,0.9864326330152413,0.6270926358665743,0.13570472468604977,0.030247230806184966,0.030622799624009267,0.8221834950387167,0.6421144034226419,0.2663004440141393,0.10553929302206766,0.04546785596769476,0.9193658496628248,0.028714494497904863,0.7142687675432801,0.5742710672525358,0.10880542393715853,0.23546923398587372,0.11244667100221306,0.7970643019865119,0.5867395911313252,0.45670465606268795,0.08372531220908219,0.23700758311113812,0.6468118528888487,0.34177260053939995,0.38377370330762406,0.3490218016849086,0.014022218784699447,0.2590481426209106,0.5461878570621534,0.6924588431064258,0.46496742376083,0.26438840393765994,0.16361789154698392,0.3226746748403988,0.3199707379384217,0.6557227693522846,0.7126008272541143,0.08847536258879318,0.6972042374451735,0.5462491204750446,0.1109913801509047,0.8152494664581028,0.5003621729234691,0.8555269244336368,0.3429289458410666,0.40968367878166134,0.9124443029113035,0.21703472655315825,0.4090308165124653,0.04645171321467745,0.2689823323823338,0.09377234542574442,0.4781188689427456,0.5914085527826569
22,0.4944435012596956,0.8609533089260756,0.34258006547482855,0.44813486996332663,0.9839746493645332,0.9273466750090215,0.39667224306577475,0.5797875627362333,0.8597744744031237,0.10405769222554095,0.10179991040172265,0.04745621356028329,0.1995445101905714,0.46150548174643946,0.7451632582892501,0.3117585045525296,0.20552914857710225,0.3415536510983861,0.15021122525854713,0.21191363414936526,0.20914933386203238,0.6140110786260566,0.06524711562741492,0.40098863466329526,0.9774727254474285,0.3280719955168685,0.9236276254997712,0.4120482209038626,0.5566163691120327,0.7079094194091246,0.14212184261375616,0.08191357114907416,0.6923838879403398,0.15369380361090668,0.014756264604072866,0.7759127888646193,0.2661133743316605,0.16120372075224154,0.2654060601932138,0.4652500104326913,0.5504011512808269,0.7676243493127355,0.24619358751359166,0.7913086308419308,0.849403647531704,0.7822676164824058,0.7219390321627891,0.5268746136975763,0.6964502733890113,0.09427057417078799,0.26548418481994507,0.7041065317999563,0.18221163967999687,0.51977087745669,0.8410115269674301,0.6946315191175886,0.3403169669912812,0.028637295456898637,0.8949020186480379,0.6440734718867204,0.37614501430647584,0.5561990770334688,0.5245505885486902,0.11398417559069485,0.7558419189866549,0.1898699576722258,0.2640486179845606,0.30027715064408367,0.5251850121691771,0.540321928217248,0.5042157783747527,0.33747460732265955,0.8319639804306491,0.694118044032522,0.659615081603995,0.8577242815101458,0.053264977706814376,0.7760627431542095,0.3901611609618114,0.7221989057117549,0.7576024934120206,0.3089585082791111,0.5669981444687036,0.745623600402709,0.46767494005674015,0.08189543572256186,0.6869887884791199,0.31158371109546146,0.09208587034403759,0.3131969702032943,0.4868326833583769,0.6849343537128618,0.7545961712613369,0.15319594113833856,0.7334120013310076,0.8125535732619059,0.5280509042891338,0.557708270308762,0.1425517362562717,0.25821620628743935
29,0.20714129596126885,0.42038683159510126,0.2425123330603467,0.8342838904287351,0.19066248901705363,0.23833993987331192,0.6684571256295004,0.34887840482494237,0.07593223632561519,0.8556242228569784,0.5082124716220263,0.46036612010140676,0.3852232099605063,0.07147199297113782,0.14761408207706295,0.9197403807950004,0.4723135565093193,0.8954154860300507,0.10843037483243634,0.05778416104855255,0.6065660177087048,0.4521766647675599,0.0076734569176578615,0.02560636780636749,0.19336983207989988,0.48905646695945015,0.6935918293007765,0.485982852420513,0.5731919656334575,0.6941398726619051,0.969024463132549,0.6892452916346599,0.17144190743457866,0.5193693978485107,0.33778374889261475,0.527917615379724,0.4239339874270337,0.27558959537828676,0.896406042774002,0.8668950959163847,0.1087059134159637,0.9770666716832831,0.671754504968022,0.017880418454550573,0.8986535370450214,0.5912516867260192,0.8261146003428683,0.9845967908249161,0.38570178846503833,0.39735220311919117,0.08613995330471835,0.7903354256588144,0.801829482728715,0.3225190027999333,0.5455841521542367,0.9418717210495279,0.6534079770718871,0.06933786305224565,0.31642991793456143,0.27493848019950407,0.6684209399174657,0.5718159939268551,0.3436791672209537,0.9106116864046246,0.051013835493731285,0.6148807750857829,0.9982816412388675,0.9317731953135879,0.40011148895620674,0.1593809859699007,0.582961319957952,0.013631955773317883,0.39307408628610163,0.43414630992843906,0.743492875723448,0.422975812684135,0.6089793174618876,0.17956590481134116,0.6574414236596902,0.9237140619734805,0.9964332890539233,0.5430965495038944,0.8364478685790062,0.23626545987380154,0.45278909421172797,0.46568910553904663,0.317715015546865,0.8291613781992347,0.7725969348072105,0.7004478010964044,0.7250846581197419,0.6206744773017263,0.5461283830539772,0.28947066942415334,0.27944591446298184,0.2368375776752163,0.3066238977350235,0.39804432183542493,0.9144527511214711,0.5368590605133954
