RGU Nodes,1,2,3,4,5,6,7,8,9,10
4,0.004980929774615728,0.2028205596603484,0.2268134640111651,0.4999338253550668,0.17762581249974485,0.059945071064839484,0.36692036890696356,0.7078067536510722,0.14286921353793358,0.2649203808732846
5,0.30843164807213286,0.5306039246305182,0.014041455586699891,0.7218417969944996,0.06182545089759972,0.5125828724373007,0.5461265434742588,0.20085477321958967,0.016720294281425185,0.9772608303576159
6,0.5566671279809834,0.6174803642808709,0.7031719637748136,0.35801550835209595,0.5361209910229939,0.455208311793165,0.19270428389352245,0.611550503921924,0.10472099505773125,0.22837234280125207
8,0.9839746493645332,0.8597744744031237,0.1995445101905714,0.20552914857710225,0.20914933386203238,0.9774727254474285,0.5566163691120327,0.6923838879403398,0.2661133743316605,0.5504011512808269
11,0.19066248901705363,0.07593223632561519,0.3852232099605063,0.4723135565093193,0.6065660177087048,0.19336983207989988,0.5731919656334575,0.17144190743457866,0.4239339874270337,0.1087059134159637
14,0.3947738030249266,0.8132722894415665,0.6438325283248387,0.9331349474837974,0.9616264985793784,0.8411532964868282,0.5107679733215629,0.43995308122162924,0.714056291183618,0.9136285777242812
16,0.45868299378625477,0.6833428602001472,0.46992258504385065,0.4578316885461856,0.2578270595581714,0.037076290748700336,0.525063477708319,0.2741704843216882,0.4773121383294009,0.003225415547628341
18,0.4276331695790445,0.0324512426413327,0.009414103095066406,0.6940926051992685,0.4661440697609147,0.39665397457343643,0.9929259542531683,0.47102078416092297,0.6488258469982168,0.6264235144933256
19,0.49778382794216025,0.09662534155051405,0.9874567760777181,0.6104309861128908,0.9902449970593624,0.2286232631652516,0.070049553641641,0.8271515066071601,0.08942112238636979,0.46996605616027476
20,0.22774399680495505,0.2222560257445919,0.7567483842766428,0.3572849127692017,0.7238588392891011,0.35261626021682113,0.23650237149120257,0.9569086107651312,0.1495824714530466,0.34952901916895696
21,0.7056498051910784,0.19071988027493447,0.35013682533223456,0.055802340052103605,0.03994086873366032,0.9441534684155017,0.11112819065545665,0.06408096800408436,0.9106925268314761,0.17319171531797584
22,0.2763266096602284,0.8352589359602728,0.4963924725075526,0.7266437822895567,0.6816474469411996,0.35258556919352335,0.22568305693235813,0.7118568612461418,0.35678805395139945,0.10875288951563133
23,0.5437631333101987,0.668590781449427,0.6524255359338812,0.8938961581355,0.20157504248232871,0.058276348600954875,0.20817287029737985,0.6657627965915157,0.6012059788542051,0.7286279823423034
30,0.9273466750090215,0.10405769222554095,0.46150548174643946,0.3415536510983861,0.6140110786260566,0.3280719955168685,0.7079094194091246,0.15369380361090668,0.16120372075224154,0.7676243493127355
32,0.23833993987331192,0.8556242228569784,0.07147199297113782,0.8954154860300507,0.4521766647675599,0.48905646695945015,0.6941398726619051,0.5193693978485107,0.27558959537828676,0.9770666716832831
34,0.9177870715620654,0.5066273690410058,0.6846161229233384,0.038728417813747695,0.15253909027711576,0.3967179652316749,0.20393264867692562,0.8087467080502866,0.4442697551635282,0.46751618645798776
35,0.3617566701766106,0.8056505355217578,0.40874876611309574,0.27395827735679,0.8527832335790639,0.7817132780496961,0.8039226057696385,0.3427458336210445,0.030877370088075562,0.7235788430321075
37,0.15769735876268698,0.904319042238487,0.93975005184845,0.1824875706540089,0.32372134781201367,0.40658670555288134,0.4183376878588475,0.19562445077591162,0.12580638208007056,0.3510574348640667
38,0.4614713953853654,0.12487110436719806,0.8830657875163296,0.48555025343310887,0.5861401960118398,0.3473846797283512,0.6556173398784358,0.4277199478692145,0.42010330991434996,0.3091748179096183
40,0.10908613311396309,0.7752138230555642,0.3408537827556788,0.716855362113246,0.7589623935774297,0.21758394135485715,0.7142608492641497,0.1658991114386551,0.2541759364592071,0.33764007159008014
44,0.8912142035305097,0.021717291664190452,0.5903679448551574,0.23221363653160987,0.23463364106931928,0.5259667909001374,0.643473399121152,0.41153619881169357,0.5792050123465861,0.07326547554360496
45,0.8786728015934059,0.30402063857836503,0.004056767400089534,0.9132196433868686,0.6755328375999571,0.8537829000055511,0.548368279586536,0.8776164969216487,0.19078429098544458,0.34753594148688793
47,0.9371069192122181,0.5161488397856568,0.6200954095838521,0.400375096073877,0.16843807014669376,0.012861174810866127,0.28795140250083384,0.7718519303781817,0.03350782590983836,0.49679605375203606
48,0.39667224306577475,0.10179991040172265,0.7451632582892501,0.15021122525854713,0.06524711562741492,0.9236276254997712,0.14212184261375616,0.014756264604072866,0.2654060601932138,0.24619358751359166
51,0.6684571256295004,0.5082124716220263,0.14761408207706295,0.10843037483243634,0.0076734569176578615,0.6935918293007765,0.969024463132549,0.33778374889261475,0.896406042774002,0.671754504968022
52,0.3264066259562747,0.681489425698126,0.6960836517319479,0.28828637967460446,0.8220249845913568,0.09178424774161287,0.16452083859927025,0.6510113193499216,0.957957213357752,0.8824939881604029
55,0.14162540195357598,0.42049291994261595,0.8769159685829899,0.32648391726834847,0.35923471378035743,0.4419502289675852,0.6978710370373478,0.3449593971135848,0.9776504667080784,0.822451325635166
57,0.825410457645234,0.5037832230430193,0.7311148389448731,0.2544884157190228,0.8077896194682597,0.6356448198058429,0.4042628135839026,0.06716671659466567,0.7375255796402461,0.09092259389296464
60,0.8678166554199527,0.2563711665356754,0.9042229997002983,0.28918969588591026,0.4721433098097544,0.7335356272787695,0.8727998626585536,0.14464395005383512,0.4228604258742069,0.05587130164458154
64,0.30563010641015576,0.8449873087371701,0.3312769841391472,0.6821306603095594,0.5547655387010428,0.7348440541596752,0.8855693655356464,0.8532543218452439,0.7269189166077112,0.06656914011774395
68,0.23215582309045346,0.27817048236927977,0.014321921568084539,0.1117528056651318,0.4102318871075712,0.19069878400949947,0.6304629186962494,0.1816135202346687,0.9410020076705354,0.43711960387614623
73,0.6910976548020715,0.15070086696962726,0.45599977065222197,0.10288663354875494,0.4425420017500178,0.96294303931519,0.33463935699778213,0.8478586894329422,0.22359238557876338,0.2716390336304739
84,0.38071035430528555,0.8856938056393948,0.24120811538620757,0.8667376896766972,0.5987548437207334,0.7361201471539845,0.8293612113860541,0.5677284582571565,0.3902004022169445,0.7394040465057288
85,0.5797875627362333,0.04745621356028329,0.3117585045525296,0.21191363414936526,0.40098863466329526,0.4120482209038626,0.08191357114907416,0.7759127888646193,0.4652500104326913,0.7913086308419308
90,0.34887840482494237,0.46036612010140676,0.9197403807950004,0.05778416104855255,0.02560636780636749,0.485982852420513,0.6892452916346599,0.527917615379724,0.8668950959163847,0.017880418454550573
91,0.448356607035846,0.8326026108119202,0.24976412272830473,0.2165680223632046,0.37328067943506293,0.7156276666906366,0.2406196472015878,0.2641170572775411,0.8963390096207176,0.05108779625629867
94,0.9031943774303856,0.7535086541414515,0.8829366330982028,0.8629720886076522,0.6683720758097687,0.6593206765230197,0.6290387044436841,0.2127991978739877,0.6492875211170153,0.8203355204099295
