Arc,alpha_0,alpha_1,,DemandNode,beta_0,(-) beta_1,,SuppplyNode,gamma_0,gamma_1
"(2, 1)",2.09226946798208,0.3504725914512006,,1,1483,-3.465346738783504,,1,1.5751707514110675,0.35624752809235294
"(3, 2)",0.28610714447443286,1.4926278702967486,,2,1403,-3.1697093146959006,,6,1.0695647618366872,0.35938405622371616
"(4, 1)",2.952359040277311,0.4920977793603629,,3,1355,-3.497046178561318,,7,1.9307930597083258,0.9111427970945549
"(5, 2)",0.8697656881256467,1.072004887119804,,5,1446,-3.070621983275075,,8,1.1988231393674673,0.8892357429972197
"(6, 3)",1.3391649785484943,0.44232914806397927,,9,1330,-3.0167832084529334,,10,1.5294060061130788,0.6104028315724404
"(7, 6)",0.9117244734261805,1.6243492612332024,,,,,,,,
"(8, 1)",0.11969688396353795,0.21578894524626335,,,,,,,,
"(9, 2)",0.7335995926035386,0.8616756791713471,,,,,,,,
"(10, 5)",0.9810039312416484,1.2674370335717877,,,,,,,,
"(7, 4)",2.32102830388083,0.7793196085661074,,,,,,,,
"(6, 5)",1.37117089555106,0.514174317045563,,,,,,,,
"(10, 9)",1.8064789727786845,1.3575503082749387,,,,,,,,
"(4, 5)",1.1670189189906157,0.9633443365187169,,,,,,,,
"(8, 10)",1.073034006692334,1.6262699753898324,,,,,,,,
"(2, 10)",2.4761282587143545,1.080768310073182,,,,,,,,
