Arc,alpha_0,alpha_1,,DemandNode,beta_0,(-) beta_1,,SuppplyNode,gamma_0,gamma_1
"(2, 1)",1.073034006692334,0.7848898925100045,,2,1486,-3.6476127227140602,,2,1.9257633437648023,0.38253139488781795
"(3, 2)",0.9942393080708707,1.992762603974608,,3,1330,-3.031103653065952,,4,1.0247448037947284,0.24184783150810085
"(4, 1)",2.7589049440948332,0.7490531316711235,,6,1330,-3.1856460138621046,,5,1.5654901556634557,0.8797659887027918
"(5, 2)",2.6102200573363183,1.0652182916614912,,7,1377,-3.556183001507048,,8,1.6324340497109622,0.35899676916356993
"(6, 3)",1.6211524651097728,0.7793196085661074,,8,1399,-3.4299250607133076,,10,1.6901417042575848,0.2353143571155829
"(7, 6)",2.4761282587143545,1.54735220258722,,10,1374,-3.9649629205094294,,11,1.317378495465187,0.8450559941111534
"(8, 1)",2.6008886117001473,0.7550847467555764,,15,1390,-3.461744524627985,,12,1.98682454609528,0.18354294723858233
"(9, 2)",2.308322894004674,0.514174317045563,,18,1421,-3.9509566515534082,,14,1.6015240619670486,0.3943752451168405
"(10, 5)",1.7575602013605574,0.9141139303673733,,19,1494,-3.18687785935671,,17,1.7033837992563896,0.9131538814658756
"(11, 3)",2.213892502626662,1.606736889574624,,20,1325,-3.851760450942621,,20,1.0641043001579897,0.024583332767929345
"(12, 5)",0.16540688465976405,1.0440552253862723,,,,,,,,
"(13, 5)",0.9816793379503832,1.3575503082749387,,,,,,,,
"(14, 1)",1.564412022702368,1.2043193151857896,,,,,,,,
"(15, 1)",0.3707205257766145,0.4706632356667253,,,,,,,,
"(16, 2)",0.6227398905338105,0.9633443365187169,,,,,,,,
"(17, 11)",0.5413241040936461,0.7780126126604106,,,,,,,,
"(18, 17)",0.7199202214564769,1.5938826486851123,,,,,,,,
"(19, 17)",1.1139293175231237,0.5380274060346331,,,,,,,,
"(20, 14)",0.8689652763911746,1.6262699753898324,,,,,,,,
"(2, 17)",0.4419576083843072,0.1246148174718944,,,,,,,,
"(5, 15)",1.343485014686038,0.43096458917291924,,,,,,,,
"(5, 12)",2.70958568575119,1.7353244510480819,,,,,,,,
"(17, 4)",0.9213822668776203,1.2938851213853093,,,,,,,,
"(19, 4)",2.0227311656181297,0.5165771047832244,,,,,,,,
"(6, 10)",2.726508869515488,0.17550870527646523,,,,,,,,
"(8, 11)",0.7752680926666451,1.5101413444894918,,,,,,,,
"(5, 19)",2.3455943767038017,0.3249623942845601,,,,,,,,
"(19, 16)",0.421152910406961,0.5979245429879754,,,,,,,,
"(9, 19)",1.3795443619567127,1.7607939288199652,,,,,,,,
"(14, 12)",2.1440872780561824,1.404467681897226,,,,,,,,
"(9, 13)",2.839658381536603,0.9682618620066572,,,,,,,,
"(4, 10)",1.4231796055430386,1.268906706560653,,,,,,,,
"(17, 6)",2.3507198514890817,1.882532804546042,,,,,,,,
"(5, 10)",0.6099214834836225,1.7423969488728253,,,,,,,,
"(8, 5)",2.8891976144026597,1.2574964913133748,,,,,,,,
