Arc,alpha_0,alpha_1,,DemandNode,beta_0,(-) beta_1,,SuppplyNode,gamma_0,gamma_1
"(2, 1)",2.4992259679723463,0.8172760580300102,,6,1482,-3.9379253589021763,,1,1.672325536730232,0.5666120595661136
"(3, 2)",2.0187114365010905,0.5225614248236785,,7,1368,-3.9566147099747657,,3,1.7900624198370996,0.016831904025128352
"(4, 3)",2.5968409069912757,0.4041284143546975,,10,1398,-3.9022264256619534,,4,1.7442376360947562,0.6602349456479445
"(5, 3)",1.4972990036243488,0.5217448604848247,,11,1437,-3.685378238322596,,5,1.5940039605143368,0.8789266321013433
"(6, 5)",0.846711477757682,0.6127098504178472,,12,1413,-3.1770945352889317,,6,1.3235409714142619,0.6404655515707495
"(7, 2)",1.6737161892378216,0.9145572279509544,,13,1374,-3.199127891481043,,10,1.2857658238086906,0.5196433318529052
"(8, 3)",1.48671126893945,0.5660703822574347,,16,1305,-3.3771194185000635,,11,1.6208520861940117,0.33824974358523097
"(9, 2)",0.6290061205727866,1.277795962108325,,18,1306,-3.1751339470168696,,12,1.6178212820179336,0.9937180444559331
"(10, 1)",2.0188861058651204,1.7146728809188054,,19,1460,-3.947903284758793,,16,1.9185502794550708,0.29367396048061445
"(11, 5)",2.1924973472505873,0.048368325403162604,,20,1353,-3.4422636293148012,,20,1.6256496077679747,0.7811840039113286
"(12, 7)",0.7919770768983878,0.9305616651799822,,,,,,,,
"(13, 12)",0.4910788498831643,1.2331697317469392,,,,,,,,
"(14, 2)",1.7440205420854142,0.9499737414631793,,,,,,,,
"(15, 14)",1.3772645508096035,1.3218871976173794,,,,,,,,
"(16, 11)",2.1744636661594896,0.41046124619028657,,,,,,,,
"(17, 8)",2.2323238247124424,1.8700711767906668,,,,,,,,
"(18, 6)",0.05790765550770871,1.991823105772032,,,,,,,,
"(19, 13)",0.6314291944408116,1.6578210423208928,,,,,,,,
"(20, 9)",2.5995138381962484,1.1691139645937467,,,,,,,,
"(9, 16)",2.4309186419917297,0.8625762963328663,,,,,,,,
"(9, 11)",1.1217386497617983,0.9091292947380647,,,,,,,,
"(10, 8)",2.5211593449013137,0.57368376912424,,,,,,,,
"(19, 5)",1.6331225950453256,0.7467174081043801,,,,,,,,
"(4, 14)",0.9994989790438186,1.8542803290038292,,,,,,,,
"(14, 20)",1.881878346218915,0.6482114713386573,,,,,,,,
"(4, 20)",0.20429801542559267,1.7128995088411971,,,,,,,,
"(9, 3)",1.6753581633954702,1.0589514386805352,,,,,,,,
"(1, 11)",0.576168823743575,1.9741293620156513,,,,,,,,
"(14, 7)",0.7494090731007818,1.9219196132439509,,,,,,,,
"(8, 9)",1.591129998398542,1.0687979235360547,,,,,,,,
"(10, 7)",2.3720413980709196,1.5752740793241016,,,,,,,,
"(10, 9)",2.020074701487551,0.7408610384239445,,,,,,,,
"(6, 13)",1.2871858766156312,1.004243953123564,,,,,,,,
"(5, 10)",2.441979734682798,1.1808580894931915,,,,,,,,
"(13, 10)",0.4616757557903093,1.8167829759520495,,,,,,,,
