Arc,alpha_0,alpha_1,,DemandNode,beta_0,(-) beta_1,,SuppplyNode,gamma_0,gamma_1
"(2, 1)",1.603196885304082,1.1471108346533814,,2,1424,-3.0253787899256017,,2,1.5169394900704791,0.683090735784935
"(3, 2)",1.591129998398542,0.18947893921078784,,5,1385,-3.6270645974734954,,5,1.8876748080954422,0.751028452492673
"(4, 3)",1.4372106802127491,0.5073251492023627,,9,1424,-3.42518311478156,,7,1.4886103219943576,0.7150695015583867
"(5, 3)",1.576848586114168,1.630888217959189,,11,1353,-3.939293082036992,,8,1.5356762148587142,0.32350967329967584
"(6, 5)",2.3629111189861525,0.8625762963328663,,15,1425,-3.3885308242549317,,9,1.0618381471502514,0.9896877317872833
"(7, 2)",2.3720413980709196,1.6206124279944865,,16,1497,-3.2955139678989496,,10,1.3646460281929884,0.18621826578365896
"(8, 3)",2.6300262190167074,1.036962656519935,,17,1447,-3.3754623944093622,,12,1.622936562002931,0.3835546612769214
"(9, 2)",1.1112915576359166,0.9971499316873358,,18,1331,-3.644565055558308,,13,1.4644484326425011,0.9417288442306654
"(10, 1)",2.020074701487551,0.9091292947380647,,19,1438,-3.9840098960281063,,14,1.5579716200580058,0.37042698859604206
"(11, 5)",1.8517884888662544,0.7478257665078656,,20,1303,-3.145536365974004,,17,1.7974468175741476,0.7964951430045517
"(12, 7)",0.6523496076035747,1.0792422873767251,,23,1423,-3.292000644367113,,19,1.8220273917521603,0.4348726001019284
"(13, 12)",1.5063659296853462,0.57368376912424,,24,1422,-3.717300137983459,,21,1.1217307140655346,0.4595036744320977
"(14, 2)",1.2871858766156312,1.6807728966008757,,27,1350,-3.9151664616510513,,22,1.304048896812072,0.8230404007140684
"(15, 14)",2.921324497658728,0.4798794439762579,,29,1383,-3.746284835270884,,26,1.1336839978098139,0.30480025162625124
"(16, 11)",1.7712871342397873,1.4579427468753152,,32,1380,-3.6223216289786118,,28,1.7042020416049621,0.4136533714157199
"(17, 8)",2.441979734682798,0.7467174081043801,,33,1379,-3.1101371793366477,,29,1.592293164981553,0.7468688504965625
"(18, 6)",1.3765760348108689,1.0887483966968838,,34,1331,-3.009992762815708,,30,1.4289013964399842,0.013261964513339053
"(19, 13)",2.51002519014831,0.2960594767580571,,36,1364,-3.7627382005557783,,35,1.8623395652948513,0.33858833103226316
"(20, 9)",2.725174463928074,1.8542803290038292,,38,1356,-3.491323807080867,,37,1.9752891253620923,0.5938841689303096
"(21, 6)",0.4616757557903093,0.666332652695879,,40,1374,-3.1756931581480403,,39,1.4841420167082577,0.2370555858077631
"(22, 21)",1.8162417160951865,1.922280151258445,,,,,,,,
"(23, 5)",1.8968329494639542,0.32939079198998344,,,,,,,,
"(24, 18)",1.5971014358582043,0.6482114713386573,,,,,,,,
"(25, 3)",2.559877438784188,1.2545855641459434,,,,,,,,
"(26, 22)",1.271746046334004,1.1161617236170798,,,,,,,,
"(27, 4)",2.6069441275161362,1.7128995088411971,,,,,,,,
"(28, 15)",2.4191048134311104,0.13619867695039511,,,,,,,,
"(29, 15)",2.023630566397242,0.8809698462076412,,,,,,,,
"(30, 28)",0.5947313493343912,1.091172424715445,,,,,,,,
"(31, 27)",0.9909522426718933,1.0589514386805352,,,,,,,,
"(32, 1)",1.066988939518543,1.1169054422636469,,,,,,,,
"(33, 30)",2.852678606067255,0.7942646187902609,,,,,,,,
"(34, 30)",2.63371548818757,1.9741293620156513,,,,,,,,
"(35, 12)",0.025289395253929925,0.38411254916238335,,,,,,,,
"(36, 14)",2.841611230885407,0.6307006001983346,,,,,,,,
"(37, 16)",1.8744791786805861,0.902300569638609,,,,,,,,
"(38, 9)",2.7892602558356216,1.9219196132439509,,,,,,,,
"(39, 9)",1.0437328472791163,0.4996060487338545,,,,,,,,
"(40, 21)",0.5838716355874716,0.45698114875107865,,,,,,,,
"(38, 3)",1.7595210186349932,0.5368623399914727,,,,,,,,
"(39, 23)",1.4807650807269817,1.5936556635250663,,,,,,,,
"(27, 6)",0.6312501770103851,1.0725445591801364,,,,,,,,
"(7, 17)",0.3213796496106526,0.39146100442127807,,,,,,,,
"(28, 37)",0.9566620788795894,0.24883445951152483,,,,,,,,
"(8, 18)",0.5858985441429891,0.7857324869731548,,,,,,,,
