Arc,alpha_0,alpha_1,,DemandNode,beta_0,(-) beta_1,,SuppplyNode,gamma_0,gamma_1
"(2, 1)",2.706679276985861,0.4209527962938744,,1,1432,-3.83667506338277,,3,1.3331663263479396,0.3153503000991673
"(3, 2)",2.0561347149677873,1.7330092254641656,,2,1447,-3.908391487976025,,4,1.9611400756292225,0.4511502848193045
"(4, 3)",0.5312836058667948,1.3446510734604642,,3,1343,-3.15389191859677,,8,1.1646953959949917,0.9609598066219754
"(5, 3)",0.5973836744431288,1.5801248396741991,,4,1487,-3.605413905365062,,11,1.3241057356693287,0.24980302436692725
"(6, 5)",1.131358255500191,1.4884752721895125,,5,1400,-3.632277649821318,,12,1.6272927820729717,0.22849057437553932
"(7, 2)",0.525401841050609,1.1880079210286736,,9,1362,-3.5323671452860683,,14,1.55808086180854,0.5343989617680274
"(8, 3)",2.843709854276379,0.6470819428285239,,12,1385,-3.8532924795947294,,15,1.8564497544205985,0.5303766661328474
"(9, 2)",1.3267908879444033,0.5715316476173813,,13,1396,-3.423915348778001,,17,1.0680993384751976,0.47907022673758304
"(10, 1)",2.119659244356814,1.241704172388023,,15,1494,-3.868981375838712,,18,1.4404849231038206,0.5256161953713893
"(11, 5)",0.48550661301498943,1.2356425640358675,,16,1459,-3.8063682711437035,,22,1.5455862123577226,0.7876370396620508
"(12, 7)",1.720666251980072,1.8371005589101417,,20,1418,-3.674543522132414,,24,1.5294757193402675,0.79068046602364
"(13, 12)",0.28421840881618177,1.2512992155359492,,22,1497,-3.198243783111464,,25,1.5584527211318235,0.8766754063389025
"(14, 2)",0.7609877238035441,1.1332241191322272,,25,1462,-3.3303174142239644,,26,1.3971323093951304,0.37043051921197223
"(15, 14)",2.4463323269387836,0.033663808050256705,,27,1431,-3.355662979839514,,27,1.9870646810078256,0.6733582338291836
"(16, 11)",1.2938644444992993,1.320469891295889,,30,1391,-3.950892868689085,,28,1.1920562745811916,0.6172628296220848
"(17, 8)",2.4309186419917297,1.7578532642026865,,,,,,,,
"(18, 6)",1.5554439847799024,1.280931103141499,,,,,,,,
"(19, 13)",1.4957248975310038,1.0392866637058105,,,,,,,,
"(20, 9)",1.363693942107097,0.6764994871704619,,,,,,,,
"(21, 6)",1.1217386497617983,1.9874360889118663,,,,,,,,
"(22, 21)",1.6188634310650878,0.5873479209612289,,,,,,,,
"(23, 5)",0.86052565368636,1.5623680078226572,,,,,,,,
"(24, 18)",2.5211593449013137,0.9888054972239051,,,,,,,,
"(25, 3)",0.7198191659643869,1.1341083942393717,,,,,,,,
"(26, 22)",2.1869141203129727,0.05046078021210176,,,,,,,,
"(27, 4)",1.1200761121565703,1.608910151772595,,,,,,,,
"(28, 15)",1.6331225950453256,0.8968031775525991,,,,,,,,
"(29, 15)",0.44408921513708566,1.875850717804353,,,,,,,,
"(30, 28)",2.7814204935057436,1.9132294199495314,,,,,,,,
"(16, 26)",1.6070286445761426,0.9772206439887152,,,,,,,,
"(20, 26)",1.8688096860087935,0.7292920563859766,,,,,,,,
"(14, 26)",2.466082175256481,1.5948936351482952,,,,,,,,
"(25, 17)",0.401051993429442,0.6080977936241438,,,,,,,,
"(22, 14)",2.5870186958845536,0.8578027928799685,,,,,,,,
"(18, 30)",2.0492722073548046,0.9682840334165157,,,,,,,,
