Arc,alpha_0,alpha_1,,DemandNode,beta_0,(-) beta_1,,SuppplyNode,gamma_0,gamma_1
"(2, 1)",2.877232928092327,1.4640123913131216,,2,1442,-3.5776878925178592,,2,1.8631202041893178,0.1412465569010316
"(3, 2)",1.1082132332750425,1.2287464938979933,,5,1408,-3.6022391763796255,,5,1.88130717273769,0.670061849314936
"(4, 2)",1.6578345315638616,0.056730730227042114,,7,1454,-3.962423093124381,,6,1.5107065055436453,0.7146185366547527
"(5, 3)",1.7817726048395048,1.4384395456534806,,8,1448,-3.072265265529877,,7,1.3442957309623251,0.16705292878227218
"(6, 2)",2.54487362482518,0.03198345904714395,,9,1495,-3.4999728236586183,,9,1.994917348160918,0.395557273104876
"(7, 2)",0.43642061455959524,1.5159020047128562,,10,1405,-3.7440974792826482,,14,1.3159435453677002,0.9102557662160548
"(8, 1)",1.21953101024438,1.025517446524156,,13,1417,-3.1772267404746586,,15,1.1827123789265626,0.561400767550223
"(9, 1)",2.729876884986891,1.8582084415940123,,14,1493,-3.3880667317845194,,16,1.8800981213040697,0.5783359149262727
"(10, 1)",0.12920066570461253,0.13216499344814947,,15,1363,-3.062895498454971,,17,1.812335398111254,0.19412977289079358
"(11, 2)",2.4681188405445056,1.6826345592247665,,17,1459,-3.7258808637757768,,19,1.6678894055713513,0.5260222486178752
"(12, 9)",1.2461521121136738,0.1333800175342028,,18,1337,-3.0877678867594867,,23,1.958413631777952,0.5234347273949199
"(13, 8)",2.489411955834308,0.6886199576082503,,21,1372,-3.3950917083579677,,25,1.9257145772144186,0.08893564024627199
"(14, 12)",0.02986368242187587,0.8605974638956666,,24,1434,-3.873522631120732,,27,1.748248503301754,0.9819426931267062
"(15, 8)",1.095138473274812,1.9321241615681404,,29,1415,-3.4723003367500116,,29,1.8607014095476777,0.5713956004557744
"(16, 10)",0.23589011149691963,1.124463684456914,,30,1339,-3.9126219336408856,,30,1.2471467403221075,0.006408882664310167
"(17, 16)",1.9578437290099153,0.5177291863418645,,,,,,,,
"(18, 13)",0.8215472957986716,0.4833514281886899,,,,,,,,
"(19, 12)",2.107956211979359,1.7762366413183597,,,,,,,,
"(20, 11)",2.8314042808262725,0.45173885683464876,,,,,,,,
"(21, 12)",0.3804513067837433,0.249109411670567,,,,,,,,
"(22, 20)",2.594334886202322,0.5766615140151552,,,,,,,,
"(23, 7)",0.1783924548010154,1.1722461296254656,,,,,,,,
"(24, 19)",1.1423115249326683,1.1081810043465357,,,,,,,,
"(25, 17)",1.28932218353573,1.6194215518255555,,,,,,,,
"(26, 1)",1.4665486405003927,1.1209519040123717,,,,,,,,
"(27, 11)",2.9293869658081335,0.576842428862421,,,,,,,,
"(28, 24)",2.327073564305485,0.8257926853617854,,,,,,,,
"(29, 16)",0.926572088157783,1.6362419419418208,,,,,,,,
"(30, 1)",0.8095103565024004,1.253012924839507,,,,,,,,
"(15, 29)",0.9540521635373941,1.3474668754545474,,,,,,,,
"(5, 4)",1.5224095816335814,0.9207106577346496,,,,,,,,
"(24, 20)",0.5917048418876056,1.157517006647005,,,,,,,,
"(3, 23)",2.9660860001034592,0.9776920722585198,,,,,,,,
"(6, 15)",1.4437814897258057,1.601834073217218,,,,,,,,
"(28, 26)",1.9653631919741408,1.2056978104822327,,,,,,,,
