Arc,alpha_0,alpha_1,,DemandNode,beta_0,(-) beta_1,,SuppplyNode,gamma_0,gamma_1
"(2, 1)",2.335946603744257,1.283500022886666,,2,1382,-3.4247146263756454,,1,1.8861857107302291,0.5610099084123146
"(3, 2)",0.8539936602492282,1.8172571345077468,,3,1366,-3.4581517085902256,,2,1.1427696589120826,0.270436320771112
"(4, 1)",0.21341372660561164,0.9951921388503651,,5,1348,-3.7587158801780425,,5,1.5599165519720195,0.26388955400293956
"(5, 4)",2.7976480926165266,1.541665882841827,,7,1380,-3.0757863020041656,,7,1.935475547043067,0.23254374973276903
"(6, 1)",0.8405680851721709,0.9852323122336275,,10,1488,-3.238293053547957,,10,1.807806857139821,0.14720115825472624
"(7, 2)",1.6619928623100764,0.690401676180977,,11,1347,-3.7702273699739948,,11,1.517341226614663,0.9361279552228378
"(8, 2)",1.3124832756985076,1.4858857781598254,,12,1429,-3.081877423473003,,13,1.9235846552471956,0.7707981007112096
"(9, 5)",2.725365113654147,0.48605431938581445,,13,1360,-3.9355490551507657,,15,1.9273109251805192,0.43304520337310093
"(10, 4)",0.4014850760860045,0.16517587995491811,,17,1318,-3.3069176865684042,,16,1.624135099783026,0.10825693853631602
"(11, 2)",0.63492144226734,0.9080010877267222,,20,1447,-3.4933614684869343,,19,1.1165416356193252,0.9706919467834025
"(12, 1)",1.5316397683183176,0.016149601912537115,,,,,,,,
"(13, 8)",1.251447716975274,0.0478600560467104,,,,,,,,
"(14, 3)",1.5997104049222077,1.4379109670225698,,,,,,,,
"(15, 4)",2.66406611883826,0.9932686093885548,,,,,,,,
"(16, 15)",2.0221068687946384,0.29764843612421843,,,,,,,,
"(17, 9)",1.2958405949232223,1.23641703572176,,,,,,,,
"(18, 14)",2.337560618326128,0.8953228578079129,,,,,,,,
"(19, 13)",1.0462101178754122,0.5279858138711719,,,,,,,,
"(20, 3)",1.4028975841124258,0.6012008916866141,,,,,,,,
"(4, 5)",1.6608045978958723,1.4650488746166241,,,,,,,,
"(5, 3)",0.865689659130736,1.0405196485479984,,,,,,,,
"(13, 5)",2.176481186693441,0.11082568045682883,,,,,,,,
"(12, 17)",1.4636854133032111,1.3499542117878571,,,,,,,,
"(5, 1)",1.8382304512729573,1.286102680689975,,,,,,,,
"(6, 20)",0.8799720745001545,1.2308426542918005,,,,,,,,
