RGU Nodes,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
3,0.021717291664190452,0.23221363653160987,0.5259667909001374,0.41153619881169357,0.07326547554360496,0.11596638244374513,0.517689024435274,0.057149395945670256,0.06698116747921345,0.6902426235159701,0.017749979416078587,0.5136193434240994,0.9053306054695971,0.8578706817915467,0.7897653091694923,0.09441063573351993,0.15947695554167174,0.9659937165908846,0.794306960235869,0.01962432159359817,0.3425805178331458,0.7410047319777089,0.6000779203005874,0.3259285544896703,0.4653219422031609
8,0.30402063857836503,0.9132196433868686,0.8537829000055511,0.8776164969216487,0.34753594148688793,0.13248822654380454,0.9868731835179771,0.13993516932145078,0.43655109146083093,0.9208786738155621,0.2864941968870023,0.7280170590096594,0.9525085696955474,0.3422632235335731,0.6206219242447784,0.5315469640642994,0.7738400239340497,0.6129187658288945,0.8185610572760106,0.7677669089781332,0.6224283970368745,0.6009851859144578,0.21042855509069158,0.3837249955877956,0.6580127949192054
11,0.5161488397856568,0.400375096073877,0.012861174810866127,0.7718519303781817,0.49679605375203606,0.030622799624009267,0.7142687675432801,0.08372531220908219,0.5461878570621534,0.7126008272541143,0.3429289458410666,0.4781188689427456,0.09130974635053235,0.04655568644170549,0.26822953591185617,0.36649916088654955,0.902307634504204,0.24874374528552,0.8285969155712063,0.5282122159820609,0.28703036878080357,0.030111835005429133,0.11459537330639546,0.5352000545459211,0.8361993654439391
15,0.10179991040172265,0.15021122525854713,0.9236276254997712,0.014756264604072866,0.24619358751359166,0.26548418481994507,0.8949020186480379,0.2640486179845606,0.659615081603995,0.5669981444687036,0.4868326833583769,0.1425517362562717,0.4865949359553311,0.2592736051553731,0.4751581281770323,0.4358462762050137,0.39502383324331114,0.405145300928491,0.15545411255788877,0.4287545200131061,0.6761717472492763,0.29256669738803787,0.36592991256699603,0.021823209390440357,0.4733283270433095
21,0.5082124716220263,0.10843037483243634,0.6935918293007765,0.33778374889261475,0.671754504968022,0.08613995330471835,0.31642991793456143,0.9982816412388675,0.743492875723448,0.8364478685790062,0.7250846581197419,0.9144527511214711,0.29040104797947597,0.38542104513825903,0.5910596612959106,0.48195091478024854,0.3329404979737377,0.32364602564797695,0.6143200495826343,0.5973641248138472,0.7247459812965651,0.2775820460374647,0.48791774239989627,0.7203961440533814,0.5407713925914714
23,0.681489425698126,0.28828637967460446,0.09178424774161287,0.6510113193499216,0.8824939881604029,0.6692021591489536,0.0215519534151003,0.666592841013706,0.3018856757983267,0.1077460334175514,0.7939739387642059,0.28192162002219034,0.8382439038364954,0.4368717725423018,0.8023225013388218,0.31655598831387555,0.7285549303491433,0.40558745517015204,0.1142859504787812,0.8213045540476703,0.06462141222469542,0.5543300226221758,0.8850920986792465,0.3179701223734207,0.9922287422725591
33,0.42049291994261595,0.32648391726834847,0.4419502289675852,0.3449593971135848,0.822451325635166,0.010106233537709342,0.5745150731142082,0.17768983468156607,0.5045141086615904,0.15014106518060555,0.7809619592437913,0.9968778491089441,0.988354416014666,0.4560788903393921,0.2802913565761873,0.24847379184323803,0.8297582602146302,0.702313962856673,0.07869934886133834,0.09949519072648338,0.49925098982285154,0.026895534334349658,0.6635251538867377,0.5845165066291245,0.9307536390136537
34,0.5037832230430193,0.2544884157190228,0.6356448198058429,0.06716671659466567,0.09092259389296464,0.12969681285369117,0.9074693044662908,0.8263501694976363,0.15690260176445658,0.6931057152468781,0.8538073124765581,0.2891355177278001,0.7777925010780006,0.045413513437383535,0.05794951138615756,0.26927844795935263,0.5418284109798777,0.6452821153745286,0.3523244000309014,0.0643341923648112,0.3293094207417573,0.8174406871257803,0.22157663227948654,0.5971716383922362,0.25059705240498475
38,0.2563711665356754,0.28918969588591026,0.7335356272787695,0.14464395005383512,0.05587130164458154,0.39120729311518176,0.06814053488339111,0.05585591219769093,0.8794714285767035,0.5827134731423406,0.14934400840216266,0.055623163539839315,0.5482694724446215,0.7098228902941144,0.7346721601622569,0.20181416758730164,0.9318879821764797,0.3838371259457597,0.7109314664293104,0.36963627614651495,0.6076628929087448,0.052239854893404214,0.3592645455579071,0.03660437824753282,0.12590932133286337
41,0.8449873087371701,0.6821306603095594,0.7348440541596752,0.8532543218452439,0.06656914011774395,0.5277792399122326,0.48987237973461395,0.33229416674111545,0.6129791265707885,0.767434534527483,0.6042502070464284,0.1529789449809813,0.802960917211799,0.1782909850534513,0.31624787610966854,0.4902407414566995,0.7458659984563162,0.955473795416308,0.219187428469784,0.5801092521899921,0.12399598138038392,0.8897397415511966,0.14723568377330587,0.020877155479068654,0.5085102674436213
