Arc,alpha_0,alpha_1,,DemandNode,beta_0,(-) beta_1,,SuppplyNode,gamma_0,gamma_1
"(2, 1)",1.653134987379914,1.4975114500078701,,3,1486,-3.7559386415571794,,1,1.473203971388569,0.4293706932947625
"(3, 2)",0.5754514444057639,1.2874095241606207,,4,1339,-3.4354401753206103,,4,1.2165283006768246,0.13676728481771305
"(4, 2)",0.20227116145280877,1.4515153701037398,,5,1391,-3.9827639451941654,,8,1.3559062195172906,0.6636837393289772
"(5, 3)",2.3197937941238047,0.16561715179298941,,7,1461,-3.428727137484805,,9,1.2227914355284522,0.7499557499262143
"(6, 2)",2.4636798182337674,0.7054868313928102,,8,1490,-3.837196348903546,,10,1.2818281063347259,0.16394265320782597
"(7, 2)",1.1950066532947061,1.0396661486684635,,12,1486,-3.0145416313610194,,13,1.9268710607285915,0.6893017369301842
"(8, 1)",0.8822290805048533,0.8534422874604821,,13,1306,-3.718221265093168,,15,1.417175366309826,0.3556370863817859
"(9, 1)",0.8313626683108734,0.08123512374549047,,14,1400,-3.398478442784912,,16,1.38586494126072,0.915118614889683
"(10, 1)",1.0829142774850524,0.3880549098015864,,15,1313,-3.4990093079898346,,17,1.6111744524341742,0.7515396876083913
"(11, 2)",1.7307229293487862,1.890049296609253,,19,1385,-3.198825800365579,,28,1.6641418567485056,0.2737311702333963
"(12, 9)",1.583460234337432,0.3251394495066364,,20,1305,-3.9295115137269887,,31,1.6602765449276848,0.938026319637804
"(13, 8)",1.066047543518089,1.7041046649255505,,22,1356,-3.1996450133811876,,32,1.0847589672240139,0.02523275610463449
"(14, 12)",1.9122629377145444,1.6442743181288801,,29,1433,-3.561586704075143,,35,1.5819025790346892,0.18482401447839825
"(15, 8)",2.02730232584238,0.782587514156216,,31,1468,-3.5973456235768033,,39,1.7359235998979756,0.241902971147135
"(16, 10)",1.674836843925103,0.933567039688527,,33,1344,-3.8584434272995116,,41,1.7955683661434496,0.7320800833698843
"(17, 16)",1.1618847451556218,1.6480036152998385,,34,1381,-3.46666653968561,,44,1.5885342519393526,0.5261680305016215
"(18, 13)",1.8717083458174029,1.361372651140425,,38,1415,-3.8298912811609487,,46,1.130573058234558,0.4643754078940663
"(19, 12)",1.7757083496423314,1.6738874728581419,,39,1454,-3.523896564226905,,47,1.0837403238967789,0.2225333387721835
"(20, 11)",1.0209715721419992,1.5151931716642475,,40,1459,-3.9563346594226187,,48,1.3230536931058179,0.7564671103596112
"(21, 12)",0.9096030379927358,1.3825429588812093,,47,1499,-3.7166078337322688,,49,1.9275588094659626,0.11710640805159289
"(22, 20)",1.6372466370578598,1.8259482120137562,,49,1366,-3.9121052609840152,,53,1.4726175288334824,0.24734122040485584
"(23, 7)",1.8370252170055523,1.6456142661891775,,50,1409,-3.9423605323086544,,54,1.895473907147648,0.8063603195749761
"(24, 19)",1.8323953167654263,0.3581253751659865,,51,1349,-3.8022461563180587,,55,1.459674953277025,0.451047464466092
"(25, 17)",1.1485140266935647,1.4964485501624898,,52,1301,-3.1223675465955067,,57,1.755118106560127,0.8768177365996089
"(26, 1)",1.6973217216487657,0.1733626462290856,,53,1445,-3.124428598234349,,58,1.4851271756896405,0.601664104232256
"(27, 11)",2.957308905589257,0.8517124805880432,,55,1392,-3.616241750297051,,59,1.708702261432384,0.789544646958382
"(28, 24)",1.2840735571318551,0.7935037743068505,,56,1395,-3.271206682761966,,61,1.3171792766671797,0.18740327292912107
"(29, 16)",2.5290441437699718,0.40433618795096926,,57,1402,-3.385152324226272,,62,1.889865263636704,0.31622186767646676
"(30, 1)",0.2439710739208708,1.8758102172719786,,59,1329,-3.173828176623627,,64,1.2657080687365831,0.3767060518006826
"(31, 23)",2.6256847611059158,0.18955335672233398,,61,1445,-3.7621716630603874,,67,1.006176828784278,0.4941992058820347
"(32, 23)",2.825118466589659,0.009798829977151202,,63,1317,-3.854497703645547,,69,1.721165786116842,0.4724670244775304
"(33, 28)",0.7855920475618118,0.6458416073279567,,65,1313,-3.132804627064288,,70,1.6766044632445796,0.8224661575824719
"(34, 6)",0.036304247016578084,1.981489436482444,,68,1447,-3.5168349367640346,,71,1.6569014499256771,0.1731905319120426
"(35, 4)",1.449025240301398,0.5293902567768798,,71,1375,-3.395012929997587,,73,1.6874150023133265,0.8514859146296521
"(36, 31)",0.5481367729868338,1.661388531035462,,76,1472,-3.7900153179808,,75,1.586264211018483,0.8890462941434096
"(37, 1)",2.9148937628558036,0.3462272740409309,,78,1465,-3.464992300175477,,77,1.1152789530785143,0.07551903556109762
"(38, 21)",2.693095305352645,1.1727567095967555,,79,1478,-3.730809049148173,,78,1.6692037223800513,0.009390369621182337
"(39, 4)",2.881994657790815,1.916818670358784,,80,1339,-3.566103876579407,,80,1.006598523780705,0.29275297281953516
"(40, 12)",1.8116089732222582,1.4330264691316141,,82,1402,-3.978248114019548,,82,1.1828428789547005,0.4007447677615643
"(41, 20)",1.5454811007079263,1.9610159503569726,,83,1491,-3.419633075947947,,84,1.4208784051953482,0.9704494067485071
"(42, 18)",2.4981535481406927,1.1491132981780794,,86,1330,-3.987670869660073,,85,1.3783693804086545,0.07140859705348279
"(43, 17)",1.9570468970670634,1.9666694131068427,,87,1467,-3.4154385832931347,,86,1.1189651624145176,0.7813052652283013
"(44, 2)",0.7456730291017354,1.6740940634400077,,89,1345,-3.182668651390809,,87,1.4269576040398873,0.47542495358772874
"(45, 1)",2.8028581147735867,1.5564964522038565,,91,1359,-3.78208106043741,,88,1.6236172436233423,0.12987352477313463
"(46, 6)",1.319098349896594,1.7769797738230004,,92,1390,-3.2717190023531586,,89,1.377463431532434,0.36608030867065855
"(47, 1)",2.320668684927897,1.2629830345232333,,93,1398,-3.5657547308350557,,90,1.708499483286709,0.3809014070809107
"(48, 32)",1.5028138709654604,0.7127290927531429,,95,1470,-3.6460150798913267,,93,1.230922095378277,0.24357250030214583
"(49, 26)",0.5500687293153826,1.056564880113986,,96,1468,-3.19967725815301,,94,1.1438252722709235,0.2943637575238798
"(50, 32)",0.8877805410282399,0.45300079136472715,,97,1430,-3.0344069356780246,,95,1.7488998444884865,0.419918831202575
"(51, 13)",1.7232323064084514,1.5550882477634107,,98,1390,-3.9870333435599576,,96,1.6687281297620549,0.9622613949147543
"(52, 32)",0.42900625279284155,0.34015700322973297,,,,,,,,
"(53, 40)",0.041213575849435746,1.1543958979731814,,,,,,,,
"(54, 21)",1.3016736730497942,1.0717978591582287,,,,,,,,
"(55, 25)",2.286591515577659,1.343805606955381,,,,,,,,
"(56, 55)",1.842471821228664,1.5209731973305,,,,,,,,
"(57, 46)",0.9724391274221281,0.21965577212781784,,,,,,,,
"(58, 56)",2.15172281788648,1.249881923335967,,,,,,,,
"(59, 23)",1.45354389932962,0.8279117649303855,,,,,,,,
"(60, 41)",2.998504056771081,1.2284028713359074,,,,,,,,
"(61, 58)",2.3280949573343417,1.3879690862929905,,,,,,,,
"(62, 40)",2.491894323815277,1.1709591715212437,,,,,,,,
"(63, 53)",0.7786467184163344,1.4657721537174304,,,,,,,,
"(64, 44)",0.4568848885464418,1.040050514409296,,,,,,,,
"(65, 46)",0.5979117273210001,0.9257356182585434,,,,,,,,
"(66, 26)",1.2967948930387982,0.5735377308970704,,,,,,,,
"(67, 58)",1.5364473588627012,0.4583033399934131,,,,,,,,
"(68, 10)",0.5838280431967035,1.3906042121836368,,,,,,,,
"(69, 40)",2.3398343129657446,1.3914227056249153,,,,,,,,
"(70, 50)",2.605293463251689,0.3909650259531927,,,,,,,,
"(71, 60)",0.9480149572807225,1.9436748332222242,,,,,,,,
"(72, 38)",1.52419259026887,1.342301560578792,,,,,,,,
"(73, 28)",1.7831238075382765,1.0624322464196525,,,,,,,,
"(74, 23)",2.167134521793371,1.6823507030899352,,,,,,,,
"(75, 32)",0.4424173633960692,0.9730408666063097,,,,,,,,
