Arc,alpha_0,alpha_1,,DemandNode,beta_0,(-) beta_1,,SuppplyNode,gamma_0,gamma_1
"(2, 1)",0.07790327833678412,0.40360649908677226,,1,1349,-3.693078530037033,,2,1.4131609376350442,0.8137095546640731
"(3, 2)",2.3189955066242787,0.07952739422531785,,5,1410,-3.056855987345938,,3,1.871318342042068,0.9978741123662942
"(4, 3)",1.2660427337533997,0.6857379966681512,,6,1376,-3.4649549235844033,,4,1.9132167793797135,0.45747221389667636
"(5, 3)",2.9286071237059206,0.9364993637741279,,9,1391,-3.997992140643599,,9,1.3541320084921507,0.20071201662760263
"(6, 5)",2.3235523220544447,0.8346988680293437,,10,1314,-3.4032773714955145,,10,1.725215437601971,0.2582307389680669
"(7, 2)",2.6064119794135094,1.799047816472409,,,,,,,,
"(8, 3)",1.6979799456026323,0.17774873337523078,,,,,,,,
"(9, 2)",1.0185428619886543,1.2479319888048155,,,,,,,,
"(10, 1)",2.563164324373784,0.6974735463123494,,,,,,,,
"(3, 5)",1.3718358419264316,0.6127098504178472,,,,,,,,
"(6, 3)",2.572009321378208,1.277795962108325,,,,,,,,
"(1, 8)",1.4249606121947689,1.2331697317469392,,,,,,,,
"(5, 4)",2.805106765186,0.41046124619028657,,,,,,,,
"(4, 10)",2.4992259679723463,1.1691139645937467,,,,,,,,
"(8, 7)",1.4972990036243488,1.7312272713275172,,,,,,,,
"(7, 3)",0.6290061205727866,0.9911408459596334,,,,,,,,
"(6, 1)",0.7919770768983878,1.4616648981670581,,,,,,,,
"(10, 6)",2.2323238247124424,1.4496424441063265,,,,,,,,
"(8, 1)",2.0169766101906963,1.7330092254641656,,,,,,,,
"(2, 10)",1.7820118815430104,1.4884752721895125,,,,,,,,
"(2, 4)",1.8534638460538013,1.241704172388023,,,,,,,,
"(3, 10)",1.699836178698341,1.2512992155359492,,,,,,,,
"(1, 3)",1.9213966547122485,1.7578532642026865,,,,,,,,
"(6, 9)",2.9811541333677996,0.6764994871704619,,,,,,,,
"(9, 3)",1.7011625913590576,0.9888054972239051,,,,,,,,
"(4, 8)",1.3452047663288986,1.608910151772595,,,,,,,,
"(9, 10)",0.5312836058667948,1.3707564766451916,,,,,,,,
"(2, 6)",2.843709854276379,0.35026789403373937,,,,,,,,
"(7, 8)",0.28421840881618177,1.1471108346533814,,,,,,,,
"(10, 2)",1.2938644444992993,1.630888217959189,,,,,,,,
"(9, 8)",1.363693942107097,0.9971499316873358,,,,,,,,
"(2, 5)",0.86052565368636,1.0792422873767251,,,,,,,,
"(5, 9)",1.1200761121565703,1.4579427468753152,,,,,,,,
"(3, 7)",2.7814204935057436,0.2960594767580571,,,,,,,,
"(8, 4)",0.972317207007986,0.32939079198998344,,,,,,,,
